,BOD:(mg/l):Inf,BOD:inf/(1+recycle ratio),BOD:Aeration tank inf,COD:(mg/l):Inf,COD:Inf/(1+recycle ratio),COD:Aeration tank inf,NH4-N:(mg/l):Inf,NH4-N:Aeration tank inf,TN:(mg/l):Inf,TN:Aeration tank inf,TP:(mg/l):Inf,TP:Aeration tank inf,Percentage,Unclassified,Burkholderiales,Chitinophagales,Others,Rickettsiales,Bacteroidales,Chlamydiales,Sphingobacteriales,Bdellovibrionales,Polyangiales,Rhizobiales,Oscillospirales,Anaerolineales,0319-6G20,Pseudomonadales,Gemmatales,Cytophagales,Babeliales,Pirellulales,Flavobacteriales,SBR1031,Pedosphaerales,Xanthomonadales,Phycisphaerales,Haliangiales,Saccharimonadales,Omnitrophales,Candidatus Nomurabacteria,Lachnospirales,Myxococcales,Woesearchaeales,Microtrichales,Christensenellales,Caldilineales,Micavibrionales,Peptostreptococcales-Tissierellales,Spirochaetales,Oligoflexales,Candidatus Magasanikbacteria,Chloroplast,Nitrospirales,Legionellales,Bacteriovoracales,Sphingomonadales,Planctomycetales,metagenome,Absconditabacteriales (SR1),WCHB1-41,Paracaedibacterales,Candidatus Kaiserbacteria,Micrococcales,Verrucomicrobiales,Campylobacterales,Gammaproteobacteria Incertae Sedis,Opitutales,Solirubrobacterales,Rhodobacterales,Gemmatimonadales,Candidatus Moranbacteria,Fimbriimonadales,Rhodospirillales,Enterobacterales,Diplorickettsiales,Candidatus Woesebacteria,Caulobacterales,Candidatus Peregrinibacteria,mle1-27,RF39,Desulfovibrionales,Acetobacterales,Clostridiales,Chloroflexales,Erysipelotrichales,Methylococcales,Coxiellales,Leptospirales,RBG-13-54-9,Ardenticatenales,Blastocatellales,44524,Vicinamibacterales,Competibacterales,Kapabacteriales,Isosphaerales,Lactobacillales,Chthoniobacterales,Ignavibacteriales,Gaiellales,Candidatus Pacebacteria,Veillonellales-Selenomonadales,Bryobacterales,Desulfobacterales,Corynebacteriales,Hydrogenedentiales,mle1-8,Silvanigrellales,Blfdi19,Fibrobacterales,Tepidisphaerales,Candidatus Peribacteria,Thermoanaerobaculales,Cyanobacteriales,Candidatus Shapirobacteria,PB19,Holosporales,Propionibacteriales,Thermomicrobiales,Candidatus Campbellbacteria,Nannocystales,Chromatiales,SJA-15,Steroidobacterales,Holophagales,Kryptoniales,SJA-28,Synergistales,JGI 0000069-P22,Cloacimonadales,Frankiales,Sumerlaeales,Coriobacteriales,Candidatus Kerfeldbacteria,Fusobacteriales,Acidobacteriales,Candidatus Falkowbacteria,Desulfobulbales,Clostridia UCG-014,Defluviicoccales,Thiotrichales,Victivallales,IMCC26256,S-70,Gastranaerophilales,Tistrellales,Azospirillales,Subgroup 7,Candidatus Collierbacteria,Candidatus Zambryskibacteria,Bacillales,Deinococcales,Syntrophobacterales,Candidatus Amesbacteria,Obscuribacterales,MSBL9,MVP-88,Candidatus Azambacteria,Run-SP154,Candidatus Uhrbacteria,wastewater metagenome,Subgroup 17,Pla1 lineage,Geobacterales,Candidatus Vogelbacteria,Myxococcales bacterium enrichment culture clone 11380,Actinomycetales,44216,Paenibacillales,CCM11a,Vampirovibrionales,Syntrophales,PeM15,Syntrophorhabdales,Bradymonadales,Solibacterales,Methylacidiphilales,UASB-TL25,Calditrichales,Reyranellales,Dongiales,Chthonomonadales,Candidatus Yanofskybacteria
1037,111,116.8853,454,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,7.65234375,27.8984375,16.3125,1.55078125,0.68359375,0.828125,0.24609375,4.55859375,0.5234375,1.72265625,1.23828125,0.1484375,0.59375,0.2890625,3.21484375,0.296875,1.48828125,0.09375,0.1796875,1.484375,0.71484375,1.41015625,2.28125,0.5078125,1.23046875,0.05078125,0.56640625,0.12890625,0.20703125,0.3359375,0.15625,0.13671875,0.0546875,0.08984375,0.0234375,0.07421875,0.0390625,0.015625,0.16796875,0.0546875,1.91796875,0.01171875,0.10546875,0.58203125,0.08984375,0.3359375,0.10546875,0.01953125,0.02734375,0.046875,0.01953125,0.13671875,1.66796875,0.02734375,0.4453125,0.19140625,0.06640625,0.1484375,0.640625,0.19140625,0.09765625,0.953125,0.01171875,0.02734375,0.828125,0.0546875,0.72265625,0.0078125,0.1015625,0.07421875,0.04296875,0.11328125,0.04296875,0.09375,0.01171875,0.5390625,0.0390625,0.71484375,0.671875,0.76953125,0.10546875,0.046875,0.25390625,0,0.08203125,0.01953125,0.01171875,0.01953125,0.0234375,0.07421875,0.1015625,0.03515625,0.05859375,0.04296875,0.05078125,0.0546875,0.05078125,0.59375,0.03125,0.01953125,0.0546875,0.06640625,0.00390625,0.171875,0.0078125,0.00390625,0.01171875,0.0546875,0.53515625,0,0,0.375,0.07421875,0,0.5546875,0.015625,0.05078125,0.00390625,0,0.00390625,0.0078125,0.00390625,0.13671875,0,0,0.14453125,0.015625,0,0.22265625,0.0078125,0.01953125,0.01953125,0,0.01953125,0.0390625,0.02734375,0.00390625,0.07421875,0.1171875,0,0.015625,0,0.20703125,0,1.81640625,0.015625,0,0.00390625,0.01953125,0.1171875,0.0234375,0.046875,0,0.04296875,0.01953125,0.19921875,0,0.01171875,0.0078125,0,0.00390625,0,0.06640625,0,0.0078125,0.00390625,0.66015625,0.19140625,0.05078125,0,0
1038,111,116.8853,454,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,7.23828125,28.578125,14.859375,1.59765625,0.55078125,0.38671875,0.2109375,3.84375,0.515625,1.91796875,2.0234375,0.08203125,0.484375,0.29296875,2.8359375,0.4296875,1.3359375,0.078125,0.3046875,1.18359375,0.91015625,1.24609375,2.73046875,0.6796875,1.4140625,0.03515625,0.3046875,0.1015625,0.1015625,0.53125,0.16015625,0.4453125,0.0546875,0.15234375,0.02734375,0.09765625,0.0390625,0.0234375,0.203125,0.0546875,3.4375,0.0234375,0.0859375,0.671875,0.15234375,0.4140625,0.09375,0.015625,0.03125,0.046875,0.03515625,0.12109375,0.5390625,0.0546875,0.359375,0.41796875,0.1875,0.15234375,0.50390625,0.10546875,0.06640625,0.484375,0.00390625,0.01171875,1.08984375,0.05078125,1.0078125,0.00390625,0.05078125,0.08203125,0.04296875,0.20703125,0.015625,0.2109375,0.01171875,0.53125,0.15625,1.01171875,0.6015625,0.8203125,0.0859375,0.03125,0.22265625,0.00390625,0.08984375,0.0078125,0.0078125,0.03125,0.02734375,0.01953125,0.11328125,0.046875,0.1015625,0.03515625,0.0546875,0.078125,0.0546875,0.38671875,0.0390625,0.0078125,0.0859375,0.0625,0,0.1875,0.00390625,0.01953125,0.05078125,0.0390625,0.5625,0,0.0078125,0.45703125,0.05078125,0,0.51953125,0.0078125,0.01953125,0.0078125,0.00390625,0.0078125,0,0,0.0546875,0,0,0.07421875,0,0.0078125,0.30859375,0,0.04296875,0.01953125,0,0.015625,0.046875,0.03515625,0.01171875,0.05859375,0.04296875,0,0.0078125,0,0.17578125,0,1.9375,0.02734375,0,0.01171875,0.02734375,0.09765625,0.01953125,0.03515625,0,0.0546875,0.0234375,0.30078125,0,0.03515625,0,0.00390625,0.00390625,0,0.0390625,0,0,0.0078125,0.70703125,0.2109375,0.04296875,0,0
1039,111,116.8853,454,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,7.45703125,29.84375,16.5390625,2,0.72265625,0.3046875,0.21484375,4.0703125,0.5,1.515625,1.3671875,0.0625,0.546875,0.21875,3.10546875,0.36328125,1.328125,0.06640625,0.34765625,1.09765625,0.80078125,1.36328125,2.29296875,0.59765625,1.23046875,0.0625,0.44921875,0.09765625,0.0546875,0.34765625,0.1640625,0.2734375,0.03515625,0.1015625,0,0.0546875,0.015625,0.03125,0.16796875,0.078125,2.94140625,0.03125,0.109375,0.875,0.14453125,0.3515625,0.1015625,0.0078125,0.0390625,0.046875,0.0234375,0.07421875,0.3359375,0.0390625,0.35546875,0.27734375,0.16015625,0.08203125,0.52734375,0.19140625,0.05859375,0.4765625,0.0078125,0.01171875,0.93359375,0.05078125,0.88671875,0.015625,0.05859375,0.05078125,0.0390625,0.08203125,0.02734375,0.1953125,0.03515625,0.5625,0.0703125,0.8359375,0.66015625,0.8515625,0.11328125,0.0546875,0.26171875,0.015625,0.06640625,0.00390625,0,0.02734375,0.01171875,0.0234375,0.078125,0.015625,0.05078125,0.03125,0.07421875,0.07421875,0.0390625,0.390625,0.015625,0,0.078125,0.02734375,0,0.13671875,0,0.0078125,0.01171875,0.01953125,0.44921875,0.00390625,0,0.3828125,0.03125,0,0.8203125,0.00390625,0.0390625,0.00390625,0,0.00390625,0.00390625,0,0.02734375,0,0,0.1015625,0,0.0078125,0.2421875,0,0.05859375,0.01953125,0,0.00390625,0.0390625,0.0390625,0.0078125,0.05078125,0.05859375,0,0.00390625,0,0.21484375,0,1.5859375,0.0234375,0,0.015625,0.01171875,0.140625,0,0.03515625,0,0.09765625,0.02734375,0.171875,0.00390625,0.02734375,0.0078125,0.0078125,0.00390625,0.00390625,0.0703125,0.00390625,0.00390625,0,0.6328125,0.26953125,0.09375,0,0
1040,111,116.8853,454,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,7.81640625,25.6875,17.2109375,1.41796875,0.83984375,0.7890625,0.26953125,4.921875,0.578125,1.52734375,1.12109375,0.171875,0.67578125,0.21484375,3.98046875,0.3515625,1.4765625,0.10546875,0.21875,1.62109375,0.83203125,1.5,2.23828125,0.60546875,1.3828125,0.03515625,0.6015625,0.19921875,0.1875,0.421875,0.19921875,0.21484375,0.0625,0.08203125,0.01953125,0.06640625,0.046875,0.05078125,0.1875,0.05859375,1.61328125,0.00390625,0.15625,0.4921875,0.08203125,0.31640625,0.08984375,0.01171875,0.0234375,0.08984375,0.0234375,0.0625,1.7421875,0.02734375,0.44921875,0.21484375,0.08203125,0.15234375,0.5546875,0.140625,0.0625,0.91015625,0.01171875,0.03515625,0.8671875,0.05859375,0.67578125,0,0.08984375,0.03515625,0.0234375,0.06640625,0.03125,0.08984375,0.0078125,0.46484375,0.0390625,0.671875,0.7109375,0.71875,0.0703125,0.03515625,0.2421875,0.00390625,0.0859375,0.01171875,0,0.015625,0.00390625,0.046875,0.10546875,0.046875,0.0390625,0.04296875,0.078125,0.10546875,0.04296875,0.515625,0.0234375,0.0234375,0.03515625,0.04296875,0.00390625,0.1484375,0,0.00390625,0.01953125,0.03515625,0.5,0,0,0.3046875,0.0625,0.00390625,0.38671875,0.00390625,0.0859375,0.015625,0,0.00390625,0.00390625,0,0.15234375,0,0,0.20703125,0.0078125,0,0.25390625,0.00390625,0.04296875,0.015625,0,0.0078125,0.04296875,0.03125,0.01171875,0.09375,0.015625,0,0.00390625,0,0.27734375,0,2.19140625,0.01171875,0,0.01171875,0.0234375,0.08203125,0.0078125,0.07421875,0,0.0390625,0.015625,0.21875,0,0.015625,0,0,0.00390625,0,0.0859375,0,0.0234375,0.00390625,0.640625,0.2265625,0.0703125,0,0
1041,111,116.8853,454,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,7.84765625,27.91796875,17.06640625,1.6953125,0.7578125,0.375,0.25,4.8515625,0.5546875,1.43359375,1.1796875,0.125,0.54296875,0.359375,3.7265625,0.32421875,1.69921875,0.12890625,0.1953125,1.19921875,0.72265625,1.3125,2.03125,0.45703125,1.15625,0.0390625,0.5390625,0.17578125,0.12109375,0.33203125,0.1953125,0.1875,0.03125,0.0859375,0.01953125,0.09765625,0.03125,0.0390625,0.28515625,0.0546875,2.5703125,0.01171875,0.1328125,0.65234375,0.07421875,0.3203125,0.12109375,0.01171875,0.03515625,0.07421875,0.00390625,0.08984375,0.72265625,0.046875,0.39453125,0.203125,0.14453125,0.1015625,0.61328125,0.1875,0.11328125,0.4609375,0.0234375,0.046875,0.7421875,0.05859375,0.64453125,0.00390625,0.05859375,0.0234375,0.046875,0.0859375,0.05078125,0.140625,0.03125,0.53125,0.06640625,0.82421875,0.85546875,0.73046875,0.14453125,0.05859375,0.2734375,0.00390625,0.0859375,0.0078125,0,0.0078125,0.0078125,0.01953125,0.04296875,0.01953125,0.01953125,0.0390625,0.046875,0.09375,0.0625,0.44921875,0.0234375,0.0078125,0.03515625,0.046875,0,0.17578125,0.0078125,0.00390625,0.01171875,0.0390625,0.40234375,0,0.00390625,0.3984375,0.046875,0,0.87890625,0.0078125,0.05859375,0.00390625,0,0.00390625,0,0,0.03125,0,0.00390625,0.12890625,0.00390625,0.00390625,0.37109375,0.00390625,0.03125,0.01171875,0,0.00390625,0.00390625,0.01953125,0.0078125,0.05859375,0.00390625,0,0.00390625,0,0.24609375,0.00390625,1.62890625,0.01171875,0,0.0078125,0.03515625,0.125,0.0078125,0.04296875,0,0.09375,0.03125,0.2109375,0,0.015625,0.00390625,0,0,0,0.07421875,0.01171875,0.00390625,0.0078125,0.74609375,0.203125,0.0625,0,0
1042,111,116.8853,454,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,7.41015625,27.78125,15.98828125,1.74609375,0.76953125,0.29296875,0.30078125,4.10546875,0.515625,1.5859375,1.67578125,0.09375,0.5703125,0.27734375,2.890625,0.38671875,1.5078125,0.125,0.3515625,1.17578125,0.75,1.17578125,2.640625,0.5390625,1.31640625,0.06640625,0.41015625,0.12890625,0.12109375,0.38671875,0.140625,0.31640625,0.05859375,0.16015625,0.02734375,0.125,0.02734375,0.046875,0.1328125,0.0859375,3.29296875,0.015625,0.12890625,0.9765625,0.15625,0.41796875,0.140625,0.0078125,0.02734375,0.03515625,0.01953125,0.1015625,0.421875,0.06640625,0.42578125,0.39453125,0.23828125,0.125,0.62890625,0.26171875,0.09375,0.4140625,0.015625,0.04296875,0.9375,0.05078125,0.7265625,0.00390625,0.0546875,0.08984375,0.04296875,0.1328125,0.02734375,0.2109375,0.03515625,0.59765625,0.0859375,0.9765625,0.6640625,0.98046875,0.09375,0.03515625,0.2734375,0.01171875,0.08984375,0.01953125,0.00390625,0.03515625,0.0234375,0.0234375,0.08984375,0.02734375,0.07421875,0.04296875,0.0390625,0.07421875,0.04296875,0.421875,0.03125,0,0.078125,0.078125,0.00390625,0.125,0.0078125,0.0078125,0.02734375,0.03515625,0.4140625,0,0.00390625,0.515625,0.0390625,0,0.72265625,0.0078125,0.03515625,0.00390625,0.00390625,0,0.00390625,0,0.01953125,0.00390625,0,0.13671875,0.015625,0.01953125,0.265625,0.00390625,0.04296875,0.01171875,0.00390625,0.00390625,0.03515625,0.05078125,0.00390625,0.06640625,0.01953125,0,0.0078125,0,0.21484375,0,1.5859375,0.0234375,0,0.01171875,0.01953125,0.11328125,0.01171875,0.015625,0,0.05859375,0.0390625,0.26171875,0,0.03125,0,0.01171875,0.00390625,0.00390625,0.04296875,0.00390625,0.00390625,0,0.73828125,0.1796875,0.07421875,0,0
1043,250,116.8853,110,424,266.6666667,444.2271,28,26.8,42.18083,40.2121,4.6,6.2,0.075,1.40234375,22.296875,13.36328125,0.58203125,0.8359375,1.5625,0.41015625,4.7421875,0.8828125,6.58203125,1.1484375,0.3828125,0.2265625,0.12890625,1.97265625,0.015625,0.09375,0.05859375,0.06640625,1.45703125,0.26953125,0.44921875,0.71875,0.00390625,0.828125,0.05078125,0.00390625,0.046875,0.53515625,0.29296875,0,0.68359375,0.08203125,0.2734375,0.10546875,0.12890625,0.0234375,0.0078125,0.015625,0.00390625,0,1.30078125,0.10546875,2.2265625,0.0078125,0.17578125,0.33984375,0,0.00390625,0,0.28125,0.5546875,0.5390625,0.2265625,0.09375,0.0078125,0.76953125,0.25390625,0,0.015625,0.07421875,0.8046875,0,0,2.859375,0,0.18359375,0.046875,0.1484375,0.1328125,0.01171875,0.01953125,0.12109375,0.015625,0,0.3046875,0,0.0390625,0.09765625,0,0.1640625,0.08203125,0.046875,0.0234375,0.16796875,0,0,0.00390625,0,0.109375,0,0,0.09765625,0.125,0,0.00390625,0,0.0078125,0,0,0,0.00390625,0.00390625,0.06640625,0.0234375,0.2734375,0,0,0.890625,0,0,0.0625,13.2265625,0,0.00390625,0.04296875,0,0.00390625,0.015625,0,0.0546875,0,0.0859375,0,0,0.0234375,0.03515625,0,8.0078125,0.01171875,0.00390625,0,0.0078125,0.00390625,0.06640625,0,0.0390625,0,0.00390625,0,0,0,1.2890625,0,0,0,0,0,0,0,0,0.03515625,0,0,0.01953125,0.13671875,0,0,0,0,0.2109375,0,0,0,0,0,0,0.01171875,0.0078125,0,0
1044,250,116.8853,110,424,266.6666667,444.2271,28,26.8,42.18083,40.2121,4.6,6.2,0.075,1.22265625,17.64453125,10.30078125,1.12890625,0.328125,3.93359375,0.36328125,3.44921875,0.5078125,3.92578125,1.09375,0.3984375,0.25390625,0.109375,7.796875,0,0.05859375,0.04296875,0.078125,2.00390625,0.1953125,0.33203125,2.52734375,0.0078125,0.6640625,0.05859375,0.0078125,0.015625,0.296875,0.2421875,0.01953125,0.73046875,0.26171875,0.21875,0.109375,0.21875,0.46484375,0.0078125,0.01953125,0.00390625,0.01171875,0.58984375,0.11328125,2.90625,0.02734375,0.15625,0.2265625,0.046875,0.0234375,0,0.2734375,0.59375,0.49609375,0.30078125,0.08984375,0.05078125,0.73046875,0.4375,0.0078125,0.01953125,0.04296875,0.66796875,0,0,3.10546875,0,0.17578125,0.05859375,0.359375,0.25,0.03515625,0.0390625,0.12890625,0.10546875,0.01171875,0.29296875,0.00390625,0.015625,0.171875,0.01171875,0.125,0.0703125,0.046875,0.05859375,0.1640625,0.02734375,0.0234375,0.03515625,0.0078125,0.1015625,0.015625,0.26171875,2.16796875,0.1328125,0,0,0.0078125,0.0234375,0.00390625,0,0,0,0.0234375,0.07421875,0.015625,0.17578125,0,0.0078125,0.765625,0.00390625,0,0.08203125,11.08984375,0.00390625,0.015625,0.05859375,0.00390625,0.10546875,0.03125,0.0078125,0.01953125,0.0234375,0.09375,0.0078125,0.0078125,0.16015625,0.0234375,0.00390625,8.33203125,0.05859375,0.00390625,0,0.015625,0.0078125,0.07421875,0.0234375,0.01953125,0,0.1796875,0.0078125,0.01171875,0,0.92578125,0.0078125,0,0,0,0,0,0,0.00390625,0.09765625,0,0,0.01171875,0.109375,0,0,0.00390625,0.015625,0.30078125,0.01171875,0,0,0,0.0234375,0.015625,0.01171875,0.02734375,0,0
1045,250,116.8853,110,424,266.6666667,444.2271,28,26.8,42.18083,40.2121,4.6,6.2,0.075,1.2421875,22.55859375,12.890625,0.98828125,0.64453125,0.6796875,0.4609375,3.90625,0.6796875,5.359375,1.3046875,0.33203125,0.19140625,0.109375,1.70703125,0.0234375,0.08984375,0.0625,0.12109375,1.23828125,0.265625,0.40234375,1.2265625,0.0078125,0.73046875,0.08203125,0,0.0078125,0.33984375,0.26171875,0,0.68359375,0.06640625,0.21875,0.10546875,0.12109375,0.05078125,0,0.015625,0.0859375,0,0.96484375,0.1171875,3.69921875,0.02734375,0.0703125,0.2890625,0.00390625,0.01953125,0,0.4140625,0.44140625,0.18359375,0.3046875,0.08984375,0.0390625,1.1875,0.34375,0,0.0390625,0.07421875,0.2265625,0.00390625,0.00390625,3.1640625,0,0.10546875,0.046875,0.05078125,0.1640625,0.03515625,0.01171875,0.0703125,0.01171875,0,0.19921875,0.01171875,0.0234375,0.17578125,0,0.1875,0.0703125,0.05859375,0.05078125,0.109375,0.03515625,0.00390625,0.03125,0,0.04296875,0,0.1796875,0.15234375,0.1015625,0,0.00390625,0,0.00390625,0,0,0.0234375,0.01953125,0,0.0546875,0.03125,0.2109375,0,0,0.7421875,0.078125,0,0.19921875,13.71484375,0,0,0.01171875,0.00390625,0.00390625,0.02734375,0,0.02734375,0,0.0234375,0,0,0.1171875,0.015625,0.00390625,10.29296875,0.00390625,0.00390625,0,0,0.00390625,0.11328125,0.01171875,0.0390625,0,0.16796875,0,0,0,0.671875,0.0234375,0,0,0.00390625,0,0,0.00390625,0,0.0234375,0,0,0.01171875,0.140625,0,0,0,0,0.23046875,0,0,0,0,0.00390625,0.015625,0.01171875,0.0078125,0,0
1046,180,142.8571429,140,326,258.7301587,270,19,17.6,42.18083,40.2121,4,2.9,0.075,5.2734375,14.93359375,12.5234375,1.1875,0.71875,1.0703125,0.140625,8.10546875,0.26953125,2.5546875,1.71875,0.140625,0.34375,0.55078125,1.109375,0.07421875,5.63671875,0.046875,0.38671875,1.78125,0.41796875,0.53515625,6.52734375,0.64453125,3.5546875,0.2109375,0.0078125,0.1796875,0.1640625,0.1484375,0.0078125,1.1015625,0.06640625,0.90234375,0.078125,0.18359375,0.13671875,0,0.0234375,0.01171875,1.3359375,0.03125,0.0234375,0.765625,0.22265625,0.05078125,0.02734375,0.0546875,0.046875,0.0625,0.640625,0.26953125,0.19921875,0.75390625,0.45703125,0.15234375,0.6875,0.9765625,0.7421875,0.12109375,0.03125,0.3046875,0.01953125,0,0.90234375,0.0078125,3.578125,0,0.046875,0.1953125,0.07421875,0.046875,0.03125,0.359375,0.0078125,0.77734375,0.04296875,0.046875,0.18359375,0.21484375,0.1171875,0.640625,0.08984375,0.03515625,0.0703125,0,0.79296875,0.0078125,0,0.02734375,0.03515625,0.01953125,0.2265625,0.0703125,0.0625,0,0.12890625,0.02734375,0.015625,0.01953125,0.0546875,0,0.0078125,0.09765625,0.01171875,0.3125,0.11328125,0.00390625,0.83203125,0,0,0.171875,0.0625,0.171875,1.15625,0.01171875,0.03125,0,0,0,0.015625,0,0.04296875,0,0.0078125,0.0234375,0.01171875,0.296875,0.04296875,0,0.00390625,0,0,0.01171875,0.4921875,0.00390625,0.015625,0.01171875,0.00390625,0,0,0,0.17578125,0.00390625,0.38671875,0,3.64453125,0,0.04296875,0.14453125,0,0.03125,0.00390625,0.0078125,0.01171875,0.12109375,0,0,0,0.00390625,1.0234375,0,0,0,0,0,0.00390625,0.0078125,0.015625,0,0
1047,180,142.8571429,140,326,258.7301587,270,19,17.6,42.18083,40.2121,4,2.9,0.075,5.609375,15.33203125,13.76171875,1.1015625,0.7578125,0.91796875,0.12109375,7.9453125,0.41015625,2.3828125,1.65234375,0.08203125,0.31640625,0.60546875,1.4140625,0.125,5.2890625,0.05078125,0.3203125,1.70703125,0.390625,0.609375,6.0234375,0.53515625,3.59765625,0.2109375,0.0078125,0.203125,0.109375,0.1328125,0.015625,1.06640625,0.04296875,0.734375,0.078125,0.21484375,0.11328125,0.00390625,0.03515625,0.00390625,1.12890625,0.03515625,0.01171875,0.921875,0.234375,0.0390625,0.0703125,0.08203125,0.05859375,0.04296875,0.5546875,0.2265625,0.125,0.671875,0.3359375,0.10546875,0.87890625,0.84375,0.76171875,0.1796875,0.01953125,0.296875,0.0546875,0,0.90234375,0.00390625,3.953125,0.01953125,0.05078125,0.10546875,0.05078125,0.0390625,0.046875,0.4921875,0,0.73828125,0.01171875,0.05078125,0.22265625,0.25390625,0.1484375,0.3515625,0.08203125,0.015625,0.07421875,0,0.89453125,0.015625,0,0.04296875,0.046875,0.0234375,0.1171875,0.0625,0.07421875,0,0.10546875,0.03515625,0.01171875,0,0.09765625,0,0.0078125,0.12109375,0.02734375,0.25,0.046875,0,0.98828125,0,0,0.171875,0.0546875,0.2890625,1.0703125,0.01171875,0.015625,0.0078125,0.01171875,0,0.015625,0,0.046875,0.00390625,0.01171875,0.03515625,0.01171875,0.19140625,0.03125,0,0.0078125,0,0,0.00390625,0.57421875,0.01171875,0.02734375,0.00390625,0,0,0.00390625,0,0.1796875,0,0.3515625,0,3.3671875,0,0.0078125,0.1875,0.00390625,0.0078125,0.00390625,0,0.02734375,0.0546875,0,0,0,0.01171875,0.8671875,0,0,0,0.00390625,0,0,0.0078125,0.01171875,0,0
1048,180,142.8571429,140,326,258.7301587,270,19,17.6,42.18083,40.2121,4,2.9,0.075,5.92578125,13.50390625,13.53515625,0.94921875,1,1.0625,0.14453125,8.71484375,0.328125,2.28515625,1.32421875,0.08203125,0.3046875,0.65234375,1.5234375,0.09375,6.1640625,0.04296875,0.35546875,1.7265625,0.421875,0.3984375,6.12109375,0.6640625,4.49609375,0.17578125,0.01171875,0.20703125,0.14453125,0.171875,0.00390625,0.9375,0.07421875,0.7890625,0.08984375,0.17578125,0.12890625,0.0078125,0.01953125,0,0.83203125,0.0390625,0.01171875,0.79296875,0.234375,0.0546875,0.1015625,0.05078125,0.0546875,0.0703125,0.5234375,0.21484375,0.1484375,0.72265625,0.4765625,0.1328125,0.59765625,0.9375,0.86328125,0.10546875,0.0234375,0.28515625,0.03515625,0.0078125,0.890625,0.00390625,4.13671875,0.01171875,0.0546875,0.09765625,0.0703125,0.03515625,0.046875,0.34375,0.01171875,0.78515625,0.01953125,0.0234375,0.171875,0.18359375,0.09375,0.39453125,0.08203125,0.015625,0.0625,0,0.6875,0.0078125,0,0.046875,0.04296875,0.01953125,0.1484375,0.046875,0.04296875,0,0.1484375,0.03125,0.01171875,0.01171875,0.05859375,0,0,0.07421875,0.015625,0.23046875,0.05859375,0,0.90625,0,0,0.17578125,0.0859375,0.24609375,0.62890625,0.01171875,0.0078125,0,0,0.0078125,0.00390625,0,0.03515625,0.00390625,0.01953125,0.03125,0.00390625,0.19921875,0.04296875,0,0,0,0.0078125,0,0.70703125,0.01953125,0.0234375,0,0,0,0.00390625,0,0.20703125,0,0.40234375,0,3.6953125,0,0.03515625,0.109375,0,0,0,0.00390625,0.0234375,0.07421875,0,0,0,0.00390625,0.94921875,0.00390625,0,0,0,0,0,0,0.02734375,0,0
1049,252,178.7234043,187,445,315.6028369,444.2271,36,41.5,42.18083,40.2121,5.3,8.8,0.075,1.921875,24.26171875,27.6015625,1.09765625,0.21875,1.26953125,0.015625,7.51953125,0.27734375,0.6953125,1.6015625,0.1875,0.5703125,0.08984375,5.50390625,0.01171875,3.4609375,0,0.12109375,1.87109375,0.234375,0.390625,0.4765625,0.10546875,3.1328125,0.11328125,0,0.125,0.05078125,0.12890625,0,0.375,0.0625,0.2109375,0.359375,0.078125,0.17578125,0.00390625,0.0078125,0.00390625,0.00390625,0.28515625,0.04296875,1.63671875,0.0625,0.06640625,0.1796875,0.05859375,0.0078125,0,1.0859375,1.25390625,0.08203125,0.046875,0.38671875,0.01171875,0.46484375,0.08203125,0.19140625,0.03515625,0.03515625,0.3828125,0,0,0.55859375,0,0.23828125,0.00390625,0.13671875,0.11328125,0.03515625,0,0.0390625,0.1171875,0,0.296875,0.01953125,0,0.05859375,0,0.14453125,0.421875,0.046875,0.01953125,0.05859375,0.0078125,0.078125,0,0,0.0625,0.04296875,0.0078125,0.109375,0.11328125,0,0,0.00390625,0.17578125,0.00390625,0,0,0,0.02734375,0.08984375,0.01171875,0.078125,0.0078125,0,0.2578125,0,0,0.04296875,0.05078125,0,0.00390625,0.04296875,0,0.07421875,0.01171875,0.03515625,0.0078125,0,0.07421875,0.00390625,0,0.0234375,0.0078125,0.01171875,0.02734375,0,0,0,0,0,0.078125,0.00390625,0,0.0625,0,0.01171875,0.0078125,0,0.01953125,0,0.078125,0,4.69140625,0,0.0078125,0,0.00390625,0.015625,0,0,0.01953125,0,0.00390625,0,0.00390625,0.015625,0.12890625,0.015625,0,0,0,0,0.00390625,0.0078125,0.27734375,0.00390625,0
