,Actual Inf rate (m3/d),HRT (hr) Plant,HRT (hr) Aeration tank,SRT (d),MLSS (mg/l),DO (mg/l),pH,Mixed liquid temperature(鈩?,Conductivity (miu S/cm),SVI (ml/g),Unclassified,Burkholderiales,Chitinophagales,Others,Rickettsiales,Bacteroidales,Chlamydiales,Sphingobacteriales,Bdellovibrionales,Polyangiales,Rhizobiales,Oscillospirales,Anaerolineales,0319-6G20,Pseudomonadales,Gemmatales,Cytophagales,Babeliales,Pirellulales,Flavobacteriales,SBR1031,Pedosphaerales,Xanthomonadales,Phycisphaerales,Haliangiales,Saccharimonadales,Omnitrophales,Candidatus Nomurabacteria,Lachnospirales,Myxococcales,Woesearchaeales,Microtrichales,Christensenellales,Caldilineales,Micavibrionales,Peptostreptococcales-Tissierellales,Spirochaetales,Oligoflexales,Candidatus Magasanikbacteria,Chloroplast,Nitrospirales,Legionellales,Bacteriovoracales,Sphingomonadales,Planctomycetales,metagenome,Absconditabacteriales (SR1),WCHB1-41,Paracaedibacterales,Candidatus Kaiserbacteria,Micrococcales,Verrucomicrobiales,Campylobacterales,Gammaproteobacteria Incertae Sedis,Opitutales,Solirubrobacterales,Rhodobacterales,Gemmatimonadales,Candidatus Moranbacteria,Fimbriimonadales,Rhodospirillales,Enterobacterales,Diplorickettsiales,Candidatus Woesebacteria,Caulobacterales,Candidatus Peregrinibacteria,mle1-27,RF39,Desulfovibrionales,Acetobacterales,Clostridiales,Chloroflexales,Erysipelotrichales,Methylococcales,Coxiellales,Leptospirales,RBG-13-54-9,Ardenticatenales,Blastocatellales,44524,Vicinamibacterales,Competibacterales,Kapabacteriales,Isosphaerales,Lactobacillales,Chthoniobacterales,Ignavibacteriales,Gaiellales,Candidatus Pacebacteria,Veillonellales-Selenomonadales,Bryobacterales,Desulfobacterales,Corynebacteriales,Hydrogenedentiales,mle1-8,Silvanigrellales,Blfdi19,Fibrobacterales,Tepidisphaerales,Candidatus Peribacteria,Thermoanaerobaculales,Cyanobacteriales,Candidatus Shapirobacteria,PB19,Holosporales,Propionibacteriales,Thermomicrobiales,Candidatus Campbellbacteria,Nannocystales,Chromatiales,SJA-15,Steroidobacterales,Holophagales,Kryptoniales,SJA-28,Synergistales,JGI 0000069-P22,Cloacimonadales,Frankiales,Sumerlaeales,Coriobacteriales,Candidatus Kerfeldbacteria,Fusobacteriales,Acidobacteriales,Candidatus Falkowbacteria,Desulfobulbales,Clostridia UCG-014,Defluviicoccales,Thiotrichales,Victivallales,IMCC26256,S-70,Gastranaerophilales,Tistrellales,Azospirillales,Subgroup 7,Candidatus Collierbacteria,Candidatus Zambryskibacteria,Bacillales,Deinococcales,Syntrophobacterales,Candidatus Amesbacteria,Obscuribacterales,MSBL9,MVP-88,Candidatus Azambacteria,Run-SP154,Candidatus Uhrbacteria,wastewater metagenome,Subgroup 17,Pla1 lineage,Geobacterales,Candidatus Vogelbacteria,Myxococcales bacterium enrichment culture clone 11380,Actinomycetales,44216,Paenibacillales,CCM11a,Vampirovibrionales,Syntrophales,PeM15,Syntrophorhabdales,Bradymonadales,Solibacterales,Methylacidiphilales,UASB-TL25,Calditrichales,Reyranellales,Dongiales,Chthonomonadales,Candidatus Yanofskybacteria
619,14006.0236,19.23245,9.718041,11,5340,1.76,7.18,20.9,1285.803279,197.4546,2.8984375,46.2734375,8.91015625,1,0.2890625,0.5078125,0.06640625,1.49609375,0.44140625,1.17578125,1.36328125,0.31640625,0.4765625,0.15234375,1.9453125,0.125,0.27734375,0.12890625,0.20703125,0.546875,0.89453125,0.29296875,4.26171875,0.56640625,2.23046875,0.2109375,0.0859375,0.15234375,0.35546875,0.88671875,0,1.140625,0.08203125,0.3125,0.01953125,0.30859375,0.06640625,0.015625,0,0.046875,2.1640625,0.0625,0.05859375,0.80078125,0.1328125,0.0703125,0.1171875,0.01171875,0.0078125,0.01171875,0.7890625,0.53125,0.6953125,0.21484375,0.23046875,0.07421875,0.8515625,1.15625,0.0078125,0.12890625,0.07421875,0.296875,0.01171875,0,1.484375,0,0.859375,0.02734375,0.01953125,0.24609375,0.046875,0.015625,0.12890625,0.23046875,0.0390625,0.1875,0.64453125,0.08984375,0.62890625,0.10546875,0.50390625,0.21875,0.390625,0.0625,0.109375,0.015625,0.7734375,0,0,0.06640625,0.0234375,0,0.03515625,0.0390625,0,0.0234375,0.23046875,0.0078125,0.00390625,0,0.20703125,0,0.01171875,0.2109375,0.01953125,0.015625,0.0234375,0,0.08203125,0,0,0.1875,0.63671875,0.015625,0.2890625,0.0078125,0.00390625,0.00390625,0.05859375,0,0.01953125,0,0.0546875,0,0,0.0078125,0.0234375,0.01953125,0,0.00390625,0,0,0,0.00390625,0.3984375,0.0859375,0,0.03125,0.00390625,0.0234375,0,0,0.38671875,0,0.015625,0,0,0,0.01953125,0.06640625,0,0.00390625,0,0.01953125,0.06640625,0.41015625,0,0,0,0.00390625,0.2109375,0,0.01171875,0,0,0,0,0.01171875,0.0390625,0,0
620,14006.0236,19.23245,9.718041,11,5340,1.76,7.18,20.9,1285.803279,197.4546,2.453125,52.71484375,9.53515625,0.87109375,0.21875,0.33984375,0.04296875,1.12890625,0.44140625,0.9765625,0.8984375,0.234375,0.24609375,0.09765625,1.73046875,0.1015625,0.2109375,0.078125,0.1484375,0.6171875,0.80859375,0.23046875,3.6875,0.4453125,1.53125,0.2421875,0.09765625,0.0859375,0.1953125,0.69140625,0.00390625,0.7265625,0.02734375,0.26171875,0.0078125,0.1796875,0.05078125,0.0234375,0,0.03125,2.2265625,0.08203125,0.03515625,1.0625,0.0546875,0.0625,0.0546875,0.0078125,0.03515625,0.00390625,0.7109375,0.3828125,0.46484375,0.1875,0.1484375,0.14453125,0.82421875,1.04296875,0.00390625,0.19921875,0.05859375,0.19140625,0.0078125,0.00390625,1.30859375,0,0.6875,0.01171875,0.015625,0.15625,0.02734375,0.01953125,0.04296875,0.1640625,0.03515625,0.15234375,0.59765625,0.046875,0.81640625,0.140625,0.4296875,0.1796875,0.375,0.01953125,0.03515625,0.01953125,0.69921875,0.00390625,0,0.03515625,0.015625,0.00390625,0.046875,0.06640625,0,0.02734375,0.17578125,0.015625,0.01171875,0,0.1875,0.00390625,0,0.14453125,0.03515625,0.00390625,0.01171875,0,0.0703125,0,0,0.1953125,0.46875,0.01171875,0.58984375,0.015625,0,0,0.02734375,0,0.01953125,0,0.06640625,0,0.00390625,0,0.02734375,0.0234375,0,0.00390625,0.01171875,0.01171875,0,0,0.32421875,0.07421875,0.00390625,0.01953125,0,0.0078125,0,0,0.30078125,0,0.01171875,0,0,0,0.0234375,0.0546875,0,0,0,0.0234375,0.046875,0.2421875,0,0,0,0.00390625,0.09375,0,0.00390625,0,0,0,0,0.015625,0.0234375,0,0
621,14006.0236,19.23245,9.718041,11,5340,1.76,7.18,20.9,1285.803279,197.4546,2.8671875,48.26171875,9.640625,0.96875,0.28125,0.421875,0.0625,1.69140625,0.46484375,1.23046875,1.1875,0.2890625,0.37109375,0.21875,2.01953125,0.10546875,0.25,0.09765625,0.24609375,0.6328125,0.99609375,0.34375,3.8203125,0.61328125,1.890625,0.18359375,0.09765625,0.18359375,0.25,0.80078125,0.00390625,1.03515625,0.05859375,0.32421875,0.01171875,0.18359375,0.06640625,0.02734375,0.0078125,0.0390625,1.89453125,0.09375,0.0703125,0.82421875,0.109375,0.07421875,0.08984375,0.0078125,0.01171875,0.00390625,0.72265625,0.5625,0.44921875,0.1640625,0.2109375,0.13671875,0.7734375,1.1640625,0,0.16796875,0.07421875,0.19921875,0.01953125,0,1.42578125,0,0.90625,0.015625,0.015625,0.15625,0.05078125,0.02734375,0.0859375,0.13671875,0.04296875,0.26953125,0.4921875,0.0703125,0.66796875,0.140625,0.3984375,0.265625,0.4375,0.03515625,0.0390625,0.01171875,0.62109375,0.0078125,0,0.03515625,0.02734375,0,0.02734375,0.046875,0,0.0234375,0.30859375,0.0078125,0.01171875,0,0.171875,0,0.01171875,0.23046875,0.046875,0.01171875,0.0078125,0,0.109375,0,0,0.10546875,0.52734375,0.00390625,0.26953125,0.00390625,0.00390625,0,0.03515625,0,0,0,0.0625,0,0,0,0.0234375,0.01953125,0,0.00390625,0.00390625,0,0,0,0.3828125,0.08984375,0.00390625,0.015625,0,0.0078125,0,0,0.3203125,0.00390625,0.015625,0,0,0,0.015625,0.0390625,0,0.00390625,0,0.01953125,0.046875,0.32421875,0,0,0,0.00390625,0.10546875,0,0.00390625,0,0,0,0.00390625,0.0234375,0.0390625,0,0
622,16277.27067,31.605,1.5,17.2,3804,2,6.67,20,1285.803279,197.4546,2.06640625,30.23046875,25.7421875,0.88671875,3.08984375,0.4609375,0.07421875,3.80078125,0.5390625,0.91015625,0.6015625,0.12890625,0.06640625,0.16015625,3.44921875,0.05859375,0.73828125,0.1015625,0.12109375,2.58984375,0.1484375,0.671875,2.765625,1.27734375,3.3359375,0.2265625,0.0234375,0.0625,0.1484375,0.578125,0.00390625,0.22265625,0.015625,0.2421875,0.0703125,0.0703125,0.01171875,0.01171875,0.00390625,0.01953125,0.48828125,0.0078125,0.125,0.44921875,0.12890625,0.078125,0.28125,0.04296875,0.21484375,0.0078125,0.8984375,0.8984375,1.015625,0.1015625,0.46875,0.00390625,0.1796875,1.02734375,0.26171875,0.16015625,0.140625,0.4140625,0.00390625,0,0.7109375,0,0.84375,0.00390625,0.02734375,0.13671875,0.0234375,0.04296875,0.0234375,0.08984375,0.01953125,0.38671875,0.640625,0,0.8515625,0.04296875,0.296875,0,0.55859375,0.00390625,0.01953125,0.00390625,0.01171875,0,0,0.05078125,0.02734375,0,0.125,0.05078125,0,0.00390625,0.01171875,0.0625,0.00390625,0,0.01953125,0,0,0.01953125,0.01953125,0,0.015625,0.00390625,0.25390625,0,0,0.03515625,0.01171875,0,0.03125,0,0.00390625,0,0.01953125,0,0.0078125,0,0.21875,0,0,0.03515625,0.01953125,0.0078125,0.01171875,0,0.046875,0,0,0,0.06640625,0.0234375,0,0.109375,0.00390625,0.0234375,0,0,0.13671875,0,0.06640625,0.00390625,0.01171875,0,0.0078125,0.0390625,0,0.01171875,0,0.0234375,0.1171875,0.30078125,0,0,0,0,0.046875,0,0.02734375,0,0,0,0,0,0,0,0
623,16277.27067,31.605,1.5,17.2,3804,2,6.67,20,1285.803279,197.4546,2.515625,29.9140625,23.55859375,0.86328125,3.4140625,0.2421875,0.03515625,3.3828125,0.578125,0.859375,0.9921875,0.15234375,0.078125,0.140625,3.03125,0.2421875,0.8125,0.08203125,0.19140625,2,0.265625,0.546875,2.6171875,1.29296875,2.875,0.27734375,0.01953125,0.05078125,0.1640625,0.421875,0.01171875,0.546875,0.03515625,0.6875,0.08984375,0.15234375,0.00390625,0.01953125,0.00390625,0.03125,1.3046875,0.00390625,0.296875,0.5078125,0.23828125,0.13671875,0.28515625,0.08203125,0.17578125,0,1.66796875,0.69921875,0.67578125,0.09375,0.390625,0.03515625,0.46875,0.8125,0.3125,0.18359375,0.1171875,0.2109375,0,0,0.62890625,0,0.58984375,0.00390625,0.01953125,0.11328125,0.07421875,0.07421875,0.05859375,0.12109375,0.02734375,0.3671875,0.69921875,0,0.7890625,0.0625,0.328125,0.02734375,0.4921875,0.01953125,0.02734375,0.00390625,0.01953125,0.02734375,0,0.03125,0.01171875,0,0.359375,0.046875,0,0.015625,0.0078125,0.0390625,0.0234375,0,0.01953125,0.00390625,0,0.01953125,0.0234375,0.0234375,0.015625,0.015625,0.2109375,0.00390625,0,0.05078125,0.01171875,0,0.0546875,0.0078125,0,0,0.05859375,0.00390625,0.01171875,0,0.17578125,0,0,0.02734375,0.0078125,0.02734375,0.00390625,0,0.05859375,0,0,0,0.02734375,0.01171875,0,0.1328125,0.00390625,0.0390625,0,0,0.171875,0,0.02734375,0,0.046875,0,0.01171875,0.03515625,0,0.00390625,0,0.015625,0.42578125,1.05859375,0,0,0,0,0.12109375,0,0.01953125,0,0,0,0,0,0.00390625,0,0
624,16277.27067,31.605,1.5,17.2,3804,2,6.67,20,1285.803279,197.4546,2.21484375,32.1015625,22.56640625,0.94921875,2.453125,0.28125,0.03515625,3.60546875,0.6171875,0.953125,0.8515625,0.0703125,0.0703125,0.1953125,3.44921875,0.23828125,0.74609375,0.09765625,0.13671875,2.21875,0.171875,0.65234375,2.96484375,1.1328125,2.80859375,0.2890625,0.01171875,0.06640625,0.1328125,0.44921875,0.0234375,0.3984375,0.015625,0.453125,0.06640625,0.10546875,0.015625,0.01953125,0,0.05078125,1.19140625,0,0.1484375,0.41796875,0.203125,0.09375,0.3203125,0.0625,0.13671875,0.00390625,1.42578125,0.80078125,0.5703125,0.16796875,0.40234375,0.0234375,0.42578125,0.93359375,0.26953125,0.19921875,0.203125,0.33203125,0,0,0.6328125,0,0.765625,0.015625,0.0234375,0.1953125,0.05859375,0.078125,0.03515625,0.13671875,0.0234375,0.39453125,0.671875,0,0.828125,0.06640625,0.4140625,0.01953125,0.5390625,0.00390625,0.03515625,0.0234375,0.015625,0.00390625,0,0.04296875,0.01171875,0,0.28125,0.0703125,0,0.015625,0.0078125,0.05078125,0.01171875,0,0.01171875,0,0,0.01953125,0.04296875,0.015625,0.0234375,0.0078125,0.1796875,0.00390625,0,0.01171875,0.01953125,0,0.02734375,0,0.00390625,0,0.02734375,0,0,0,0.11328125,0,0,0.03515625,0.00390625,0.015625,0,0,0.04296875,0,0,0,0.05078125,0.02734375,0,0.1171875,0.0078125,0.01953125,0,0,0.19921875,0,0.0390625,0,0.03515625,0,0.04296875,0.0390625,0,0.00390625,0,0.01171875,0.40234375,0.73828125,0,0,0,0,0.140625,0,0.03125,0,0,0,0,0,0.00390625,0,0
625,16277.27067,31.605,1.5,17.2,3804,2,6.67,20,1285.803279,197.4546,4.36328125,39.9296875,10.1015625,0.89453125,0.57421875,0.28125,0.1484375,2.78515625,0.71875,1.0234375,1.09375,0.08984375,0.0859375,0.27734375,1.9140625,0.20703125,4.19921875,0.14453125,0.18359375,1.12109375,0.5390625,0.34375,2.9375,1.28515625,2.83984375,0.07421875,0.0078125,0.125,0.1015625,1.2265625,0.03125,0.67578125,0.02734375,0.5546875,0.05078125,0.1171875,0.0390625,0.0625,0.03125,0.05078125,2.5234375,0.01171875,0.01953125,0.7578125,0.16796875,0.1953125,0.25390625,0.02734375,0.0546875,0.03515625,1.609375,0.40625,0.53125,0.13671875,0.26953125,0.1953125,0.265625,1.09375,0.15234375,0.05078125,0.046875,0.40625,0.00390625,0,0.86328125,0,0.0625,0.0078125,0.015625,0.16796875,0.0625,0.17578125,0.03515625,0.08984375,0.01171875,0.4296875,0.38671875,0.015625,0.40234375,0.171875,0.3984375,0.34375,0.265625,0.04296875,0.11328125,0.0078125,0.02734375,0.0234375,0,0.0234375,0.00390625,0,0.23828125,0.0546875,0,0,0.1015625,0.015625,0.03125,0,0.03125,0.00390625,0,0.1328125,0.03125,0.1796875,0.02734375,0.0390625,0.46484375,0,0,0.1015625,0.375,0.01171875,0.55078125,0,0.01171875,0.00390625,0.0703125,0,0.01171875,0,0.12890625,0.0078125,0,0.01171875,0.01171875,0.04296875,0.01953125,0.00390625,0.03125,0,0.00390625,0.0234375,0.17578125,0.0078125,0,0.0234375,0.0234375,0,0,0,0.3125,0,0.1953125,0,0,0,0.03125,0.15625,0,0,0,0,0.10546875,0.6875,0,0,0,0,0.7578125,0,0.00390625,0,0,0,0,0.0234375,0.09375,0,0.0078125
626,16277.27067,31.605,1.5,17.2,3804,2,6.67,20,1285.803279,197.4546,4.1171875,43.93359375,8.92578125,0.91015625,0.54296875,0.2734375,0.109375,2.4453125,0.69140625,1.15234375,0.91796875,0.12890625,0.11328125,0.25,1.9921875,0.15234375,3.8203125,0.19921875,0.12109375,1.07421875,0.4765625,0.37109375,2.7578125,1.1328125,2.59375,0.078125,0.0078125,0.08984375,0.1015625,1.203125,0.01953125,0.44921875,0.01171875,0.33203125,0.0546875,0.09375,0.0234375,0.04296875,0.03125,0.04296875,2.27734375,0.015625,0.0234375,1.23046875,0.16796875,0.203125,0.15234375,0.02734375,0.0390625,0.015625,1.41796875,0.30859375,0.47265625,0.1640625,0.21484375,0.12890625,0.453125,0.8671875,0.08984375,0.0625,0.05859375,0.421875,0.00390625,0,0.8359375,0.00390625,0.1015625,0,0.01171875,0.1328125,0.02734375,0.10546875,0.0390625,0.0546875,0.0078125,0.359375,0.48046875,0.00390625,0.53515625,0.21484375,0.296875,0.296875,0.25,0.03515625,0.078125,0.01171875,0.0390625,0.0078125,0.00390625,0.0234375,0.01171875,0.00390625,0.21875,0.05859375,0,0,0.140625,0.00390625,0.02734375,0,0.03515625,0.00390625,0,0.1328125,0.02734375,0.15234375,0.03125,0.0078125,0.4375,0,0,0.06640625,0.31640625,0.01171875,1.50390625,0,0.00390625,0,0.0234375,0.00390625,0,0,0.1875,0,0,0.00390625,0.01171875,0.046875,0.0078125,0,0.0078125,0,0.00390625,0.00390625,0.1796875,0.00390625,0,0.02734375,0.04296875,0,0,0,0.31640625,0,0.2109375,0,0,0,0.04296875,0.15625,0,0.00390625,0,0,0.05859375,0.27734375,0,0,0,0.00390625,0.48828125,0,0.01171875,0,0,0,0,0.0234375,0.09375,0,0.00390625
627,16277.27067,31.605,1.5,17.2,3804,2,6.67,20,1285.803279,197.4546,4.16015625,43.53125,9.0234375,0.953125,0.4609375,0.23828125,0.11328125,2.23828125,0.75,1.01953125,1.16015625,0.125,0.13671875,0.24609375,2.0078125,0.21484375,3.18359375,0.17578125,0.14453125,1.125,0.45703125,0.37890625,3.0078125,1.1015625,2.44140625,0.0546875,0.00390625,0.1328125,0.09375,1.21484375,0.03515625,0.640625,0.02734375,0.4609375,0.046875,0.140625,0.0234375,0.05859375,0.05078125,0.0234375,2.4375,0.04296875,0.03515625,1.125,0.1796875,0.1953125,0.17578125,0.01953125,0.0546875,0.03515625,1.6171875,0.37890625,0.4609375,0.16015625,0.28125,0.1171875,0.34765625,0.9375,0.09765625,0.0625,0.0390625,0.46875,0.01171875,0,0.7890625,0.0078125,0.08203125,0.00390625,0.0234375,0.12890625,0.03515625,0.125,0.05859375,0.08203125,0,0.33203125,0.4140625,0.0078125,0.390625,0.2265625,0.36328125,0.375,0.23046875,0.046875,0.12109375,0.00390625,0.00390625,0.01171875,0,0.03125,0.00390625,0.00390625,0.234375,0.04296875,0,0,0.12109375,0.0234375,0.0234375,0,0.03515625,0,0,0.1484375,0.0859375,0.171875,0.0390625,0.01953125,0.4921875,0,0,0.10546875,0.328125,0.01953125,1.1796875,0,0.01171875,0,0.0390625,0,0.01171875,0,0.14453125,0,0,0.00390625,0.0078125,0.0625,0.015625,0,0.0078125,0,0,0.0234375,0.18359375,0.01953125,0,0.01953125,0.03125,0,0,0,0.2421875,0,0.1875,0,0,0,0.04296875,0.125,0,0,0,0,0.06640625,0.390625,0,0,0,0,0.6171875,0,0.00390625,0.00390625,0,0,0,0.01171875,0.0703125,0,0
628,56402.63558,19.23245,14,12,1355,2,7.1,20,1285.803279,197.4546,3.34765625,34.49609375,12.390625,0.7265625,0.984375,0.26171875,0.2109375,1.5390625,0.36328125,1.57421875,1.265625,0.125,0.03125,0.62890625,4.16796875,0.078125,7.59765625,0.03125,0.29296875,0.65234375,0.09765625,0.41015625,11.125,0.55078125,1.13671875,0.14453125,0.00390625,0.01953125,0.19921875,0.06640625,0,0.36328125,0.03125,0.15234375,0.25390625,0.125,0.0078125,0,0.05859375,0.01171875,1.734375,0.01171875,0.0390625,1.31640625,0.17578125,0.19140625,0.015625,0.03125,0.015625,0.01171875,0.08984375,0.40625,0.44921875,0.07421875,0.2890625,0.10546875,0.3125,0.07421875,0.66015625,0.0390625,0.07421875,0.484375,0.01171875,0,0.73046875,0.01953125,0.5,0.00390625,0.03515625,0.359375,0.05859375,0.0625,0.03125,0.04296875,0.0078125,0.1640625,0,0,0.0546875,0.7109375,0.109375,0.0859375,0.23828125,0.01171875,0.234375,0.00390625,0,0.00390625,0,0,0,0.0390625,0.1796875,0.02734375,0,0.00390625,0.03515625,0.01171875,0.03125,0,0.0234375,0,0,0.03125,0.01953125,0.03125,0.06640625,0.00390625,1.7578125,0.00390625,0,0.078125,0.0078125,0,0.03515625,0.0078125,0,0.0078125,0.0078125,0.0546875,0,0,0.046875,0.00390625,0,0.03515625,0.00390625,0.01171875,0.12890625,0,0.00390625,0,0,0.12890625,0.03515625,0,0,0,0.03125,0,0,0,0.26171875,0,0,0,0,0,0.01171875,0.1015625,0,0.0078125,0,0.0078125,0.05078125,0.125,0,0,0,0.01953125,0.01171875,0.00390625,0.12109375,0,0,0,0,0.328125,0.4375,0,0.01171875
629,56402.63558,19.23245,14,12,1355,2,7.1,20,1285.803279,197.4546,3.04296875,39.953125,12.37890625,0.6015625,1.22265625,0.234375,0.18359375,1.5703125,0.375,1.2734375,0.7109375,0.109375,0.01953125,0.67578125,4.75,0.05859375,7.3046875,0.03125,0.3046875,0.65625,0.08984375,0.46484375,8.03515625,0.4140625,1.0859375,0.11328125,0,0.01953125,0.19921875,0.06640625,0,0.22265625,0.0234375,0.12109375,0.203125,0.1171875,0.01171875,0,0.046875,0.02734375,1.3203125,0.015625,0.05859375,0.86328125,0.125,0.15625,0.01953125,0,0.03515625,0.04296875,0.04296875,0.5234375,0.51171875,0.05859375,0.2421875,0.0390625,0.16015625,0.03125,0.79296875,0.05078125,0.06640625,0.484375,0.015625,0.00390625,0.484375,0.01171875,0.44140625,0.01171875,0.03515625,0.33203125,0.078125,0.01953125,0.0234375,0.10546875,0.0234375,0.16796875,0,0,0.0625,1.01953125,0.13671875,0.08203125,0.17578125,0.01171875,0.1015625,0.0078125,0.00390625,0,0.00390625,0.01171875,0.00390625,0.03125,0.0625,0.046875,0,0.01171875,0.06640625,0,0.01953125,0,0.00390625,0,0.00390625,0.015625,0.04296875,0.01171875,0.01171875,0.00390625,2.10546875,0,0,0.0546875,0.015625,0,0.03125,0.0078125,0.00390625,0.015625,0,0.07421875,0,0,0.04296875,0,0,0.02734375,0.0078125,0.00390625,0.125,0,0,0,0.00390625,0.0859375,0.0390625,0,0,0,0.015625,0,0,0,0.2578125,0,0.00390625,0,0,0,0.01171875,0.0703125,0,0.00390625,0,0.0078125,0.0390625,0.0703125,0,0,0,0.0078125,0.00390625,0.00390625,0.09765625,0,0,0,0,0.1328125,0.55078125,0,0.01171875
630,56402.63558,19.23245,14,12,1355,2,7.1,20,1285.803279,197.4546,3.19140625,32.44921875,13.7734375,0.72265625,1.40625,0.2734375,0.265625,1.66015625,0.3515625,1.73828125,1.08203125,0.11328125,0.0234375,0.8203125,4.55859375,0.08984375,8.19921875,0.05078125,0.38671875,0.76171875,0.1484375,0.60546875,9.08203125,0.515625,1.1328125,0.2109375,0,0.01171875,0.1796875,0.08203125,0.00390625,0.34375,0.04296875,0.1875,0.21875,0.18359375,0.01171875,0.0078125,0.05859375,0.01171875,1.61328125,0.01953125,0.05078125,1.16796875,0.203125,0.23828125,0.0234375,0.01953125,0.015625,0.01953125,0.02734375,0.51171875,0.63671875,0.0625,0.25390625,0.07421875,0.23828125,0.05078125,0.89453125,0.05859375,0.05859375,0.5,0.015625,0,0.61328125,0.03125,0.3828125,0.015625,0.0625,0.296875,0.0625,0.0390625,0.04296875,0.109375,0.015625,0.1640625,0,0,0.08203125,1.01171875,0.1328125,0.09375,0.2734375,0.01171875,0.1875,0,0,0.00390625,0,0.01171875,0,0.0546875,0.11328125,0.03125,0,0.015625,0.046875,0,0.00390625,0,0.015625,0,0,0.03125,0.04296875,0.05078125,0.015625,0,2.11328125,0,0,0.04296875,0,0.00390625,0.0234375,0,0.00390625,0.0078125,0,0.1171875,0,0,0.05078125,0,0,0.046875,0.01171875,0,0.12890625,0,0,0,0,0.08203125,0.03515625,0,0,0,0,0,0,0,0.328125,0,0,0,0,0,0.0234375,0.0859375,0,0.00390625,0,0.00390625,0.0625,0.12109375,0,0,0,0.01953125,0.0078125,0,0.1015625,0,0,0,0,0.29296875,0.484375,0,0.01953125
631,56402.63558,19.23245,14,12,1355,2,7.1,20,1285.803279,197.4546,3.4609375,34.12890625,13.203125,0.6875,1.3046875,0.17578125,0.16015625,1.50390625,0.41015625,1.59375,1.015625,0.1015625,0.03125,0.7578125,4.12890625,0.078125,8.52734375,0.05078125,0.234375,0.68359375,0.12109375,0.4921875,10.16796875,0.484375,1.2890625,0.1796875,0.00390625,0.015625,0.1640625,0.0703125,0.00390625,0.31640625,0.04296875,0.11328125,0.21484375,0.09765625,0.02734375,0.01953125,0.05859375,0.0078125,1.30078125,0.0234375,0.078125,0.90625,0.15234375,0.125,0.015625,0.02734375,0.046875,0.0234375,0.06640625,0.52734375,0.2890625,0.05078125,0.2890625,0.03515625,0.171875,0.0546875,1.140625,0.046875,0.0546875,0.47265625,0.015625,0,0.67578125,0.0234375,0.48828125,0.00390625,0.01953125,0.359375,0.04296875,0.05078125,0.04296875,0.06640625,0.0078125,0.15625,0,0,0.08203125,0.8671875,0.09375,0.0703125,0.2109375,0.01171875,0.14453125,0.0078125,0,0.00390625,0,0,0.0078125,0.0390625,0.125,0.04296875,0,0.01953125,0.04296875,0.00390625,0.0234375,0,0.015625,0.00390625,0,0.03125,0.03515625,0.015625,0.0390625,0,2.1171875,0,0,0.03515625,0.0078125,0,0.01171875,0,0,0,0,0.09375,0.0078125,0,0.03515625,0,0,0.0390625,0.0078125,0.0078125,0.109375,0,0,0,0,0.12890625,0.046875,0.01171875,0,0,0,0,0,0,0.3125,0,0,0,0,0,0.0234375,0.0703125,0,0,0,0.0078125,0.0625,0.14453125,0,0,0,0,0.01953125,0.0078125,0.046875,0,0.00390625,0,0,0.234375,0.484375,0,0.00390625
632,56402.63558,19.23245,14,12,1355,2,7.1,20,1285.803279,197.4546,3.43359375,30.265625,13.47265625,0.7734375,1.48828125,0.171875,0.1796875,1.5546875,0.30859375,1.7421875,1.42578125,0.10546875,0.0078125,0.72265625,3.4765625,0.06640625,8.5859375,0.0390625,0.34375,0.78125,0.13671875,0.38671875,11.9296875,0.51171875,1.54296875,0.23046875,0.0078125,0.01953125,0.12109375,0.0625,0,0.3359375,0.0390625,0.16796875,0.22265625,0.19921875,0.0078125,0.00390625,0.03515625,0.01171875,1.6015625,0.03125,0.04296875,1.44921875,0.1875,0.15625,0.02734375,0.03515625,0.03515625,0.015625,0.07421875,0.3359375,0.21875,0.1171875,0.29296875,0.0859375,0.33203125,0.0546875,0.98828125,0.0625,0.05859375,0.41015625,0.015625,0,0.79296875,0.02734375,0.6875,0.00390625,0.046875,0.34375,0.06640625,0.08984375,0.04296875,0.0390625,0.01953125,0.203125,0,0,0.05859375,0.77734375,0.0859375,0.0546875,0.23828125,0.015625,0.2421875,0,0,0.00390625,0,0.015625,0,0.0390625,0.15234375,0.05078125,0,0.01171875,0.046875,0.01171875,0.0234375,0,0.0390625,0,0,0.0234375,0.02734375,0.0078125,0.04296875,0,2.0625,0,0,0.04296875,0,0,0.03125,0.00390625,0.0078125,0.01171875,0.00390625,0.0703125,0.00390625,0,0.03515625,0,0,0.01171875,0.0078125,0,0.14453125,0,0.00390625,0,0,0.16796875,0.06640625,0.01171875,0,0,0,0,0,0,0.25390625,0,0,0,0,0,0.0078125,0.09765625,0,0,0,0,0.0625,0.125,0,0,0.0078125,0,0.01953125,0,0.05078125,0,0.00390625,0,0.00390625,0.33203125,0.46484375,0,0.00390625
